Stab,ST2,ST4,Brand,Sample Code,Data,Gruppo parametri,ABD,Alcol % peso,Alcol % vol,Amaro,Apparent Attenuation (%),Attenuazione Reale (RDF) %,Attenuazione vendita apparente %p,Azoto alfa-amminico t.q.,Cellule all'insemenzamento,Chill-back Start Time,Colore EBC,Data riempimento,Diacetile + precursori (ferm.),Differenza apparente-limite,Durata di conservazione lievito in cella,Durata raffreddamento,Estratto apparente,Estratto apparente limite %Pp,Estratto reale ,Fermentation rate (13.5°-5.5°),Fermentazione STEP 1,Fermentazione STEP 2,Final attenuation (EVG),Grado primitivo %Pp,Hopped Wort,Hopped Wort (37°C),Hopped Wort Actidione,Iso-alfa acidi,Maturazione STEP 3,NBB-A,NBB-B,Occupancy in fermentation,Occupancy in fermentation Racking,Pentandione + precursori,pH,pH minimo (End of Ferm),Plato chiusura freddo,Quotazione lievito - NBB-B,Raffreddamento STEP 3,Raffreddamento STEP 4,Rapporto ER/ABW,Temperatura Fermentazione,Temperatura STEP 1,Temperatura STEP 2,Temperatura STEP 3,Temp. lievito all'insemenzamento,Tempo di riduzione diacetile
PD,FE,FEAS,Asahi Super Dry,20008267,03/03/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20008267,03/03/2020,Fermentazione ASD,,,,,,,,,15.50,146.00,,,14.00,,6.17,27.00,,,,2.33,,,,,,,,,,,,173.00,,22.00,,,,,,,,10.00,,,,7.70,12.92
PD,FE,FEAS,Asahi Super Dry,20008267,03/03/2020,Lista di fermentazione ASD,,4.45,5.69,21.50,85.77,70.64,85.70,64.00,,,9.70,,,0.48,,,1.78,1.30,3.83,,,,89.58,12.48,,,,,,,,,,,4.08,,,,,,0.86,,,,,,
PD,FE,FEAS,Asahi Super Dry,20008267,03/03/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20008268,03/03/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20008268,03/03/2020,Fermentazione ASD,,,,,,,,,16.30,138.00,,,12.00,,13.17,24.00,,,,2.27,,,,,,,,,,,,162.00,,21.00,,,,,,,,10.00,,,,8.30,13.58
PD,FE,FEAS,Asahi Super Dry,20008268,03/03/2020,Lista di fermentazione ASD,,4.47,5.70,21.40,85.96,70.82,86.00,65.00,,,9.60,,,0.45,,,1.75,1.30,3.81,,,,89.57,12.47,,,,,,,,,,,4.09,,,,,,0.85,,,,,,
PD,FE,FEAS,Asahi Super Dry,20008268,03/03/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20008269,03/03/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20008269,03/03/2020,Fermentazione ASD,,,,,,,,,16.40,155.00,,,10.00,,11.30,32.00,,,,2.15,,,,,,,,,,,,187.00,,18.00,,,,,,,,10.00,,,,7.80,14.29
PD,FE,FEAS,Asahi Super Dry,20008269,03/03/2020,Lista di fermentazione ASD,,4.41,5.62,21.30,85.44,70.40,85.40,62.00,,,9.30,,,0.53,,,1.80,1.27,3.83,,,,89.73,12.37,,,,,,,,,,,4.06,,,,,,0.87,,,,,,
PD,FE,FEAS,Asahi Super Dry,20008269,03/03/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20009632,12/03/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20009632,12/03/2020,Fermentazione ASD,,,,,,,,,16.00,153.00,,,17.00,,7.38,30.00,,,,2.10,,,,,,,,,,,,183.00,,25.00,,,,,,,,10.00,,,,7.90,14.21
PD,FE,FEAS,Asahi Super Dry,20009632,12/03/2020,Lista di fermentazione ASD,,4.44,5.65,19.50,85.85,70.72,85.90,62.00,,,9.50,,,0.41,,,1.75,1.34,3.80,,,,89.18,12.38,,,,,,,,,,,4.07,,,,,,0.86,,,,,,
PD,FE,FEAS,Asahi Super Dry,20009632,12/03/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20009633,12/03/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20009633,12/03/2020,Fermentazione ASD,,,,,,,,,15.50,146.00,,,13.00,,14.28,34.00,,,,2.10,,,,,,,,,,,,180.00,,20.00,,,,,,,,10.00,,,,4.91,13.92
PD,FE,FEAS,Asahi Super Dry,20009633,12/03/2020,Lista di fermentazione ASD,,4.36,5.61,21.70,85.42,70.25,85.40,61.00,,,9.70,,,0.41,,,1.80,1.39,3.81,,,,88.76,12.37,,,,,,,,,,,4.04,,,,,,0.87,,,,,,
PD,FE,FEAS,Asahi Super Dry,20009633,12/03/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20009634,12/03/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20009634,12/03/2020,Fermentazione ASD,,,,,,,,,15.80,157.00,,,17.00,,6.00,30.00,,,,2.10,,,,,,,,,,,,187.00,,24.00,,,,,,,,10.00,,,,9.69,12.38
PD,FE,FEAS,Asahi Super Dry,20009634,12/03/2020,Lista di fermentazione ASD,,4.45,5.66,21.60,85.89,70.76,85.90,61.00,,,9.50,,,0.42,,,1.75,1.33,3.80,,,,89.27,12.40,,,,,,,,,,,4.06,,,,,,0.85,,,,,,
PD,FE,FEAS,Asahi Super Dry,20009634,12/03/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20009635,12/03/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20009635,12/03/2020,Fermentazione ASD,,,,,,,,,16.70,175.00,,,18.00,,12.17,56.00,,,,2.30,,,,,,,,,,,,231.00,,23.00,,,,,,,,10.00,,,,5.01,12.13
PD,FE,FEAS,Asahi Super Dry,20009635,12/03/2020,Lista di fermentazione ASD,,4.50,5.73,21.20,86.36,71.14,86.40,61.00,,,10.40,,,0.36,,,1.70,1.34,3.77,,,,89.26,12.48,,,,,,,,,,,4.06,,,,,,0.84,,,,,,
PD,FE,FEAS,Asahi Super Dry,20009635,12/03/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20009636,12/03/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20009636,12/03/2020,Fermentazione ASD,,,,,,,,,16.90,145.00,,,13.00,,13.10,80.00,,,,2.71,,,,,,,,,,,,225.00,,20.00,,,,,,,,10.00,,,,4.83,13.88
PD,FE,FEAS,Asahi Super Dry,20009636,12/03/2020,Lista di fermentazione ASD,,4.48,5.70,21.40,85.96,70.83,86.00,60.00,,,10.10,,,0.36,,,1.75,1.39,3.81,,,,88.85,12.47,,,,,,,,,,,4.07,,,,,,0.85,,,,,,
PD,FE,FEAS,Asahi Super Dry,20009636,12/03/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010040,16/03/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010040,16/03/2020,Fermentazione ASD,,,,,,,,,15.90,130.00,,,22.00,,9.00,32.00,,,,2.24,,,,,,,,,,,,162.00,,19.00,,,,,,,,10.00,,,,7.70,13.25
PD,FE,FEAS,Asahi Super Dry,20010040,16/03/2020,Lista di fermentazione ASD,,4.51,5.74,22.10,86.56,71.29,86.50,62.00,,,10.20,,,0.30,,,1.68,1.38,3.75,,,,88.94,12.47,,,,,,,,,,,4.05,,,,,,0.83,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010040,16/03/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010041,16/03/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010041,16/03/2020,Fermentazione ASD,,,,,,,,,16.00,141.00,,,19.00,,8.00,14.00,,,,2.18,,,,,,,,,,,,155.00,,16.00,,,,,,,,10.00,,,,8.10,14.71
PD,FE,FEAS,Asahi Super Dry,20010041,16/03/2020,Lista di fermentazione ASD,,4.55,5.77,21.00,86.84,71.56,86.80,61.00,,,9.90,,,0.26,,,1.65,1.39,3.74,,,,88.88,12.50,,,,,,,,,,,4.08,,,,,,0.82,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010041,16/03/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010042,16/03/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010042,16/03/2020,Fermentazione ASD,,,,,,,,,16.00,143.00,,,21.00,,14.00,25.00,,,,2.24,,,,,,,,,,,,168.00,,15.00,,,,,,,,10.00,,,,8.20,11.46
PD,FE,FEAS,Asahi Super Dry,20010042,16/03/2020,Lista di fermentazione ASD,,4.53,5.76,21.50,86.98,71.65,87.00,59.00,,,9.50,,,0.21,,,1.62,1.41,3.71,,,,88.69,12.46,,,,,,,,,,,4.02,,,,,,0.82,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010042,16/03/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010563,20/03/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010563,20/03/2020,Fermentazione ASD,,,,,,,,,15.00,159.00,,,20.00,,6.30,168.00,,,,2.02,,,,,,,,,,,,327.00,,23.00,,,,,,,,10.00,,,,4.88,12.54
PD,FE,FEAS,Asahi Super Dry,20010563,20/03/2020,Lista di fermentazione ASD,,4.52,5.76,21.80,86.99,71.63,87.00,60.00,,,9.30,,,0.29,,,1.62,1.33,3.70,,,,89.32,12.45,,,,,,,,,,,4.09,,,,,,0.82,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010563,20/03/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010564,20/03/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010564,20/03/2020,Fermentazione ASD,,,,,,,,,16.10,141.00,,,8.00,,12.45,170.00,,,,2.27,,,,,,,,,,,,311.00,,7.00,,,,,,,,10.00,,,,7.20,14.29
PD,FE,FEAS,Asahi Super Dry,20010564,20/03/2020,Lista di fermentazione ASD,,4.48,5.71,22.10,86.75,71.43,86.80,58.00,,,9.30,,,0.31,,,1.64,1.33,3.70,,,,89.26,12.38,,,,,,,,,,,4.05,,,,,,0.83,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010564,20/03/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010565,20/03/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010565,20/03/2020,Fermentazione ASD,,,,,,,,,16.90,141.00,,,18.00,,8.25,198.00,,,,2.33,,,,,,,,,,,,339.00,,23.00,,,,,,,,10.00,,,,4.22,12.71
PD,FE,FEAS,Asahi Super Dry,20010565,20/03/2020,Lista di fermentazione ASD,,4.51,5.75,21.20,86.59,71.32,86.60,62.00,,,9.40,,,0.36,,,1.67,1.31,3.75,,,,89.50,12.48,,,,,,,,,,,4.06,,,,,,0.83,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010565,20/03/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010566,20/03/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010566,20/03/2020,Fermentazione ASD,,,,,,,,,16.50,135.00,,,9.00,,14.50,644.00,,,,2.40,,,,,,,,,,,,779.00,,14.00,,,,,,,,10.00,,,,7.65,12.46
PD,FE,FEAS,Asahi Super Dry,20010566,20/03/2020,Lista di fermentazione ASD,,4.51,5.74,21.90,87.13,71.74,87.10,59.00,,,9.10,,,0.40,,,1.60,1.20,3.67,,,,90.33,12.40,,,,,,,,,,,4.03,,,,,,0.81,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010566,20/03/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010567,20/03/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010567,20/03/2020,Fermentazione ASD,,,,,,,,,15.30,123.00,,,18.00,,7.15,223.00,,,,2.33,,,,,,,,,,,,346.00,,21.00,,,,,,,,10.00,,,,4.70,13.96
PD,FE,FEAS,Asahi Super Dry,20010567,20/03/2020,Lista di fermentazione ASD,,4.50,5.73,21.70,86.79,71.47,86.80,61.00,,,9.50,,,0.39,,,1.64,1.25,3.71,,,,89.94,12.42,,,,,,,,,,,4.08,,,,,,0.82,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010567,20/03/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010864,24/03/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010864,24/03/2020,Fermentazione ASD,,,,,,,,,17.70,92.00,,,19.00,,14.35,219.00,,,,2.30,,,,,,,,,,,,311.00,,19.00,,,,,,,,10.00,,,,4.92,12.67
PD,FE,FEAS,Asahi Super Dry,20010864,24/03/2020,Lista di fermentazione ASD,,4.47,5.70,22.00,87.08,71.67,87.10,62.00,,,9.10,,,0.35,,,1.59,1.24,3.65,,,,89.94,12.32,,,,,,,,,,,4.04,,,,,,0.82,,,,,,
PD,FE,FEAS,Asahi Super Dry,20010864,24/03/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20011507,27/03/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20011507,27/03/2020,Fermentazione ASD,,,,,,,,,17.00,155.00,,,10.00,,9.36,152.00,,,,2.27,,,,,,,,,,,,307.00,,14.00,,,,,,,,10.00,,,,7.10,12.46
PD,FE,FEAS,Asahi Super Dry,20011507,27/03/2020,Lista di fermentazione ASD,,4.58,5.82,21.80,88.25,72.64,88.20,63.00,,,8.80,,,0.20,,,1.46,1.26,3.56,,,,89.85,12.42,,,,,,,,,,,4.06,,,,,,0.78,,,,,,
PD,FE,FEAS,Asahi Super Dry,20011507,27/03/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20012815,03/04/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20012815,03/04/2020,Fermentazione ASD,,,,,,,,,18.10,124.00,,,18.00,,9.45,226.00,,,,2.33,,,,,,,,,,,,350.00,,24.00,,,,,,,,10.00,,,,5.13,13.00
PD,FE,FEAS,Asahi Super Dry,20012815,03/04/2020,Lista di fermentazione ASD,,4.51,5.74,20.80,86.82,71.51,86.80,62.00,,,9.00,,,0.23,,,1.64,1.41,3.72,,,,88.67,12.44,,,,,,,,,,,4.04,,,,,,0.82,,,,,,
PD,FE,FEAS,Asahi Super Dry,20012815,03/04/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20014117,20/04/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20014117,20/04/2020,Fermentazione ASD,,,,,,,,,19.50,136.00,,,15.00,,9.35,77.00,,,,2.18,,,,,,,,,,,,213.00,,8.00,,,,,,,,10.00,,,,4.35,13.50
PD,FE,FEAS,Asahi Super Dry,20014117,20/04/2020,Lista di fermentazione ASD,,4.51,5.74,20.80,86.99,71.63,87.00,64.00,,,9.70,,,0.18,,,1.61,1.43,3.69,,,,88.48,12.41,,,,,,,,,,,4.04,,,,,,0.82,,,,,,
PD,FE,FEAS,Asahi Super Dry,20014117,20/04/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20014118,20/04/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20014118,20/04/2020,Fermentazione ASD,,,,,,,,,20.70,157.00,,,18.00,,8.25,22.00,,,,2.30,,,,,,,,,,,,179.00,,19.00,,,,,,,,10.00,,,,5.91,13.42
PD,FE,FEAS,Asahi Super Dry,20014118,20/04/2020,Lista di fermentazione ASD,,4.54,5.77,20.20,87.54,72.09,87.50,57.00,,,9.00,,,0.23,,,1.55,1.32,3.64,,,,89.36,12.41,,,,,,,,,,,4.10,,,,,,0.80,,,,,,
PD,FE,FEAS,Asahi Super Dry,20014118,20/04/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20015923,11/05/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20015923,11/05/2020,Fermentazione ASD,,,,,,,,,16.10,140.00,,,20.00,,13.40,224.00,,,,2.21,,,,,,,,,,,,364.00,,23.00,,,,,,,,10.00,,,,2.87,13.67
PD,FE,FEAS,Asahi Super Dry,20015923,11/05/2020,Lista di fermentazione ASD,,4.49,5.71,21.20,86.95,71.60,87.00,59.00,,,9.70,,,0.26,,,1.61,1.35,3.68,,,,89.09,12.37,,,,,,,,,,,4.01,,,,,,0.82,,,,,,
PD,FE,FEAS,Asahi Super Dry,20015923,11/05/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20017952,26/05/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20017952,26/05/2020,Fermentazione ASD,,,,,,,,,16.10,143.00,,,19.00,,15.45,25.00,,,,2.24,,,,,,,,,,,,168.00,,17.00,,,,,,,,10.00,,,,8.10,15.83
PD,FE,FEAS,Asahi Super Dry,20017952,26/05/2020,Lista di fermentazione ASD,,4.47,5.69,21.20,86.24,71.05,86.20,59.00,,,9.70,,,0.30,,,1.71,1.41,3.76,,,,88.63,12.41,,,,,,,,,,,4.09,,,,,,0.84,,,,,,
PD,FE,FEAS,Asahi Super Dry,20017952,26/05/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20017953,26/05/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20017953,26/05/2020,Fermentazione ASD,,,,,,,,,16.10,154.00,,,13.00,,8.35,264.00,,,,2.27,,,,,,,,,,,,418.00,,17.00,,,,,,,,10.00,,,,3.48,14.25
PD,FE,FEAS,Asahi Super Dry,20017953,26/05/2020,Lista di fermentazione ASD,,4.51,5.73,20.90,86.87,71.55,86.90,58.00,,,9.90,,,0.21,,,1.63,1.42,3.70,,,,88.56,12.41,,,,,,,,,,,4.10,,,,,,0.82,,,,,,
PD,FE,FEAS,Asahi Super Dry,20017953,26/05/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20018665,03/06/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20018665,03/06/2020,Fermentazione ASD,,,,,,,,,15.80,151.00,,,16.00,,10.01,102.00,,,,2.21,,,,,,,,,,,,253.00,,24.00,,,,,,,,10.00,,,,2.59,14.13
PD,FE,FEAS,Asahi Super Dry,20018665,03/06/2020,Lista di fermentazione ASD,,4.50,5.74,20.50,86.72,71.41,86.70,5.70,,,9.70,,,0.20,,,1.65,1.45,3.72,,,,88.35,12.44,,,,,,,,,,,4.05,,,,,,0.83,,,,,,
PD,FE,FEAS,Asahi Super Dry,20018665,03/06/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20019269,08/06/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20019269,08/06/2020,Fermentazione ASD,,,,,,,,,15.00,169.00,,,16.00,,,13.00,,,,2.27,,,,,,,,,,,,182.00,,22.00,,,,,,,,10.00,,,,,12.88
PD,FE,FEAS,Asahi Super Dry,20019269,08/06/2020,Lista di fermentazione ASD,,4.51,5.74,20.10,86.80,71.49,86.80,59.00,,,9.17,,,0.17,,,1.64,1.47,3.72,,,,88.18,12.44,,,,,,,,,,,4.02,,,,,,0.82,,,,,,
PD,FE,FEAS,Asahi Super Dry,20019269,08/06/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20019270,08/06/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20019270,08/06/2020,Fermentazione ASD,,,,,,,,,13.10,162.00,,,13.00,,,250.00,,,,2.30,,,,,,,,,,,,412.00,,13.00,,,,,,,,10.00,,,,,13.58
PD,FE,FEAS,Asahi Super Dry,20019270,08/06/2020,Lista di fermentazione ASD,,4.50,5.73,21.00,86.60,71.32,86.60,58.00,,,9.70,,,0.20,,,1.67,1.47,3.74,,,,88.20,12.45,,,,,,,,,,,4.02,,,,,,0.83,,,,,,
PD,FE,FEAS,Asahi Super Dry,20019270,08/06/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20020158,15/06/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20020158,15/06/2020,Fermentazione ASD,,,,,,,,,14.80,112.00,,,15.00,,7.38,31.00,,,,2.33,,,,,,,,,,,,143.00,,21.00,,,,,,,,10.00,,,,4.08,12.46
PD,FE,FEAS,Asahi Super Dry,20020158,15/06/2020,Lista di fermentazione ASD,,4.51,5.75,21.40,86.91,71.56,86.90,56.00,,,9.70,,,0.19,,,1.63,1.44,3.71,,,,88.44,12.45,,,,,,,,,,,4.16,,,,,,0.82,,,,,,
PD,FE,FEAS,Asahi Super Dry,20020158,15/06/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20021660,24/06/2020,CIP Tank Cantina,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.00,,,,,,,,,,,,,,,,,
PD,FE,FEAS,Asahi Super Dry,20021660,24/06/2020,Fermentazione ASD,,,,,,,,,16.00,135.00,,,20.00,,8.42,46.00,,,,2.24,,,,,,,,,,,,181.00,,20.00,,,,,,,,10.00,,,,7.87,14.46
PD,FE,FEAS,Asahi Super Dry,20021660,24/06/2020,Lista di fermentazione ASD,,4.47,5.69,20.50,85.71,70.64,85.70,57.00,,,11.00,,,0.35,,,1.78,1.43,3.84,,,,88.54,12.48,,,,,,,,,,,4.10,,,,,,0.86,,,,,,
PD,FE,FEAS,Asahi Super Dry,20021660,24/06/2020,Microbiologia FV48/96,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,0.00,,,,,,,,,,,,,,,,
